Dissolved oxygen,pH,Conductivity,Nitrate,Fecal coliform,Total coliform,Biological oxygen demand,Classificacao
7.479405172364535,6.920594827635465,58.62714080960561,0.5053011494778293,721.3122125591184,11000.0,2.0,
7.381780923892877,6.879554769026781,32.16192249907235,0.1895547690267807,618.2190761071229,2800.0,2.0,
7.494717178785512,6.974433983441305,44.72660090761007,0.3252641410607244,170.0,13000.0,2.0,
7.360263009554341,7.175649821533529,59.75670486648096,0.6840304339783475,170.0,1300.0,2.0,
7.808131683183691,7.402981617167354,59.27231287085664,0.6513262046040624,90.54211221224611,140.0,2.0,
7.460337236043971,7.2219702628980365,41.78528946997196,0.049507434275490744,800.0,1700.0,2.0,
7.247923035003259,6.670648444351336,50.36864233074821,0.08165653657514667,700.0,1700.0,2.0,
6.394543168875427,7.078785974062856,58.26670857061717,0.3531514389625142,332.19374130253703,8000.0,2.1369712207497153,
6.381116033469182,6.959494315095346,74.65585186475471,0.3126330881831447,300.0,500.0,2.0,
4.733496216100673,6.951202340204224,76.24920165328898,0.48565657235811244,300.0,500.0,2.0,
7.436323611450063,7.298924051055858,69.88522292632679,0.2377572914124531,50.0,300.0,2.0,
6.63207389082382,6.899622167247146,57.47246010221043,0.06649034471533487,433.20738908238206,800.0,2.0,
6.3,6.8,59.0,0.02,400.0,800.0,2.0,
6.852779380551988,6.948104150446223,71.88466929213317,0.18868344247614013,68.2246920361109,3000.0,2.0,
5.795358977281356,7.006847620133074,64.77807936688846,0.11302393181875703,154.35201461026634,1100.0,2.0,
6.9666382061895336,6.458699680820141,30.26030737315304,0.13,793.3276412379066,3000.0,2.0,
7.806016504603069,7.0838796699079385,45.16887922209473,0.14642115532221484,88.06016504603069,223.87966990793862,2.0,
8.170160511283134,7.336572230077411,46.96239052413122,0.21315661525284008,500.0,2400.0,2.0,
7.196984697980813,7.102010201346125,57.59095409394244,0.004231173154804349,79.94974496634688,1300.0,2.0,
6.64330592601705,7.028347036991475,49.769632339512945,0.23123409872594497,614.43530867235,9000.0,2.0,
7.197486281652032,7.096050274366959,42.247934151929755,0.10382403971564226,81.97486281652033,236.05027436695934,2.0,
6.591079791104886,6.5267606266853395,38.404696502713946,0.14751170754684148,500.0,1300.0,2.0,
6.704750390805816,6.6169712697331615,38.433252735640714,0.17222087892734522,500.0,1300.0,2.0,
6.571393994834072,6.728848041327429,37.013455876017716,0.11709099225110718,500.0,1300.0,2.0,
6.6,6.866954105091494,37.7,0.16,500.0,1300.0,2.0,
6.758018171398847,7.199465455240077,38.80612719979194,0.17843545332986555,500.0,1300.0,2.0,
6.653094725904615,6.879013532272088,38.226983691458905,0.09209864677279121,125.80270645441757,1700.0,2.0,
6.380630472428073,6.880315236214036,44.02657994403101,0.09599099325102753,118.01801349794495,1700.0,2.0,
7.782214095448995,7.490671542730603,40.75498668142966,0.10199634295204785,23.62250665928517,50.0,2.088929522755024,
7.920794758139561,7.124381913662798,37.9693158604652,0.06919536037790516,800.0,1700.0,2.0,
8.2,7.2,38.9,0.05,800.0,1700.0,2.0,
6.2028039818858485,6.467601327295283,52.39314292630284,0.1211734218196855,220.28039818858477,3500.0,2.720664454507862,
6.889038648345211,6.9780772966904205,94.5251951515674,1.0009792187347537,167.67294615835272,8000.0,2.0,
7.373137059459967,6.773137059459966,32.02391883243953,0.09502605909931874,320.3986472073255,3500.0,2.0,
6.886849687155084,6.973699374310167,95.61858126603579,1.0191475966128067,169.20521899144154,8000.0,2.0,
6.465451484653273,7.044183960742708,33.112933271239136,0.1609635445395982,324.41839607427085,350.0,2.0,
7.176624397481464,5.957468298111099,13.962248918604615,0.2463853664567887,1300.0,5000.0,2.0,
7.167057065453536,7.2560760872713805,41.669399458174745,0.22615665763624582,500.0,1300.0,2.0,
7.4919302251641975,6.0273773231783645,19.979335130216775,0.2726608520970165,1300.0,5000.0,2.0,
7.230460802206699,5.942399760717177,14.989626975444512,0.2508717335172249,1300.0,5000.0,2.0,
7.2,7.274505012135583,41.9,0.23,500.0,1300.0,2.0,
8.3,6.8,35.4,0.34,1300.0,5000.0,2.0,
7.847963174490144,6.9887779046940866,49.3906974001937,0.10632589208157693,800.0,1700.0,2.0,
6.337608916456501,6.705659041225858,69.9629360524821,1.1876280058355966,294.3409587741421,700.0,2.0,
6.675843503262689,6.442135279590383,44.88032623391273,0.18662917763276937,350.0,3500.0,2.0,
7.862372339966517,7.131084041956472,49.969127638459774,0.5635585099497752,296.2372339966517,700.0,2.0,
7.531344166762874,7.35825997236012,65.47886263964251,0.08027326384880243,126.86558332371257,3000.0,2.0,
6.881118005229397,7.046434792678844,73.77370638776547,0.7707246544647398,170.0,3000.0,2.0,
6.690217233240832,7.160930002622399,44.68707941976214,0.18599034518929636,350.0,3500.0,2.0,
7.74014677504334,7.1306563268897385,76.73706677067888,0.43790731985957076,328.2239455183769,371.28957820735076,2.60036693760835,
6.747799937741966,7.0,25.091199750967867,0.0956145499824024,73.5963625043994,170.0,3.0,
7.246383736232776,6.916907750917815,45.28273749392963,0.05028930110137793,51.6907750917815,170.0,2.1690775091781496,
7.229117169379529,6.827037371566705,59.028525025439926,0.3019949453205869,282.91171693795286,1600.0,3.9168080874870608,
7.216177467927455,6.8092442673871165,57.77152545580987,0.27888833558474024,281.61774679274544,1600.0,3.9537786630644156,
7.203188640194303,6.985079716004858,61.171412779781406,0.21761957400728635,223.7300709987856,287.4601419975712,3.2539858002428783,
7.159515313539661,6.985121171615085,25.592391468520166,0.06107270296905083,81.48788283849153,170.0,2.8512117161508472,
6.414222925327245,6.981738268598311,158.03935142753068,0.9575767163553329,1.1167689551404438,2.044161552242978,2.927392597102534,
6.466120878794602,6.624795329547975,58.61399588250601,0.20049903826169307,280.0,1691.7348901506748,2.082651098493251,
6.69107635056578,6.782556080899796,53.97524595053852,0.5208116889897748,287.8295946066803,1639.1479730334015,2.608520269665984,
5.662019849090958,6.9210811433635895,138.92219492226948,1.3240256848635759,500.0,3000.0,2.0,
6.00007226235536,6.6000963498071465,116.68891977217814,0.9099542338416055,499.96386882232,3000.0,2.0,
6.268514643459184,6.751663179113265,106.50554393037756,0.22966736417734684,78.31485356540816,300.0,3.6629707130816316,
7.2,6.8279101203100625,90.8,1.87,700.0,1100.0,2.0,
6.304667537536438,6.766407359025753,106.88670150145754,0.4888967123785205,277.0296973639452,2200.0,2.6718528194849314,
6.927543121291049,7.13449137574179,76.1781475092863,0.6439440458097212,518.3620808606995,1100.0,2.0,
5.945428185398481,6.663988401575332,105.75761969100253,0.9117735675249211,48.060957528020246,70.96952123598987,2.903047876401012,
6.17551315627934,6.91807706697686,122.6384586604628,0.308192293302314,2.0,2.0,2.0,
7.625929263924584,7.516047157383611,54.36697186288814,0.3341795126943333,0.0,1.0970081217611116,2.5658930050516116,
7.6307658938170935,7.2,58.94956562432886,0.12984508602147,1.876936424731625,2.0,2.0553786088707686,
8.340725114701778,7.450992342985162,49.176183768356104,2.1415433687796392,44.900765701483756,1300.0,1.9561259571268546,
7.4359751083298065,7.451580504648439,41.06013925251114,0.2460755439196434,0.23323063555245185,0.593677981406241,2.9061679719224367,
7.940930528386252,7.594091606277701,40.2097479771416,0.2767503834527358,0.05908393722298655,0.05908393722298655,3.116026736096783,
6.920779570339136,6.869039854771452,98.1388960493391,0.1352851800294901,265.2851800294901,14132.129500737252,2.039624532525804,
6.758777542879399,6.627783289956465,58.0048104531093,0.16166501301306038,263.8817230565949,14444.334200870691,2.0505516970304742,
6.939028219832904,6.9,27.946709103958757,0.09382445718851656,297.3981186778064,3000.0,2.0,
8.046917138476857,7.320618630994811,47.86910962406312,0.372468347908696,500.0,2400.0,2.0,
7.229863516582991,7.022818147595141,85.96067865255047,0.7963408320890657,263.1545557214579,5000.0,2.0,
7.853191069688131,7.5191464181287815,66.84459607700231,0.12531910696881302,196.59553484406513,2906.3821393762605,2.0,
7.744889797662479,7.09081496627708,61.81927213355179,0.060517685476060554,500.0,2400.0,2.0,
6.878007473490142,7.082457660327396,77.53143834370633,0.13884869213922513,231.0996263254929,231.0996263254929,2.0,
7.8,7.299886193632958,94.48733285653802,1.3595695150464095,200.01979241165935,1700.0,2.0004948102914835,
6.328403843800362,6.659827587879366,75.18234983568713,0.24034127235228267,300.0,800.0,2.164770709153985,
6.445044175415633,6.636129630957844,89.22784913499946,0.21508426758339624,300.0,800.0,2.106540945832884,
7.67019426702045,7.334593752921205,91.13357298646923,0.11303209222605015,473.4839538869749,8000.0,2.0,
7.3927375240878845,7.19103041693431,67.30980859562362,0.6574487363501988,280.0,350.0,2.0,
7.99097930162592,6.870824838048897,47.83337968089841,0.5062758729676002,300.0,700.0,2.4548965081295995,
6.595317522965385,7.246097935804488,54.58584541230127,0.3598439174321795,349.59418532366675,8000.0,2.00312165135641,
6.144734812682833,6.87061234390236,62.84652843414807,0.3448244937560944,310.5436837658455,8000.0,2.3035101248781116,
7.397746662111843,7.743749484568639,67.36435254299562,0.6546102248032888,280.0,350.0,2.0,
8.089117338120634,6.858500525194923,43.66251312987309,0.3836033273492085,300.0,700.0,2.9455866906031662,
7.441701990859122,7.306276493144341,75.07212266635793,0.560313824657217,56.457450228521964,350.0,2.0,
7.11334099843527,6.962747352480962,55.85217670183246,0.5111362178587577,70.0,350.0,2.0,
7.187930559200006,7.724452015563629,54.88450912907643,0.3297808062254515,0.5015656698182036,0.5015656698182036,2.1198747464145438,
8.114019834089907,7.040787839366776,35.74671240569634,0.2942990082955046,170.0,13000.0,2.0,
6.689220341921242,7.1,33.87488128100832,0.1913762735369938,166.97219821861364,24000.0,2.0,
6.6975640329166914,7.1,33.66211716062436,0.19805122633335337,152.2873020666226,24000.0,2.0,
7.1,7.516643011716814,55.7,0.26,170.0,1600.0,2.0,
6.868518071822202,7.316226053382188,48.90021835977721,0.2889352410222246,158.42590359111014,1600.0,2.5787048204444925,
6.874649898389423,6.9,59.82940853528849,0.31900543692548244,500.0,1700.0,2.0,
7.297064505232553,7.266177417538759,64.92354835077518,0.27095403579942023,130.07338736918618,900.0,2.0,
7.9,7.083636777946633,57.04575595314342,0.09730203942107636,170.0,800.0,2.0,
6.555718203150794,6.655718203150794,50.41710864228095,0.33220493597,500.0,1700.0,2.0,
7.33204453416724,7.044014844722413,54.42282726692935,0.11397773291638012,55.59851552775868,170.0,2.0,
6.782600028072681,7.097609995789098,56.13078558394827,0.18437857243116718,110.0,500.0,2.487571448623344,
5.796371833099738,6.999629669635214,61.25782526016138,0.30781558618508287,300.0,7000.0,2.0,
7.303165083851933,7.278692135335003,65.11919965873273,0.08194088143538374,236.12869491028852,300.0,2.6128694910288517,
7.547646163144118,6.930993842228039,65.74398463914608,0.06020922994274509,237.48692312857844,300.0,2.7486923128578433,
6.2,7.045209758436065,43.7,0.18,300.0,7000.0,2.0,
6.03978964781305,6.855368116327162,35.886525053355385,0.1401051760934749,500.0,1700.0,2.0,
7.103277409901532,6.825819352475383,49.686490433657006,0.07163870495076557,77.41806475246172,227.41806475246173,2.0,
7.248659017977706,6.975670491011147,54.34789168762745,0.16053639280891757,57.5670491011147,170.0,2.0,
7.233022997310527,7.199928383994737,143.8605315622158,0.1333524309347368,56.661892266315796,76.6690538668421,2.0,
5.297847898021687,6.864895773703969,112.0360451251698,0.208715496418781,300.0,2276.5971824693124,2.2340281753068747,
5.488086245854698,7.07642587375641,83.41850168736767,0.13880862458546978,300.0,2241.1913754145303,2.0,
6.670689661576848,7.100517236896207,107.04913750513961,0.3897413815518968,291.41379323153694,291.41379323153694,2.0,
6.971679156597506,7.451573380189028,114.34594965965438,0.14157338018902746,289.6853239621945,289.6853239621945,2.0,
4.120075649018089,6.895023114977749,142.80008405446455,0.1625010506808068,252.5010506808068,252.5010506808068,2.0,
4.329553722554795,6.959030304113965,143.03283746950532,0.1654104683688166,255.4104683688166,255.4104683688166,2.0,
7.391638912503751,7.213091273214822,52.883827466977955,0.12738174535703567,130.0,130.0,2.0,
6.685348213613661,7.13628779867193,53.046517863863386,0.14862023818484515,300.0,5000.0,2.0,
6.665776916642064,7.0890371805596555,51.9952331381426,0.16425166527244717,130.0,130.0,2.0,
6.375261973495683,7.249775451289414,53.22383983166198,0.1424887725644707,247.52619734956835,5000.0,2.0,
7.2543544600510375,7.365225352061245,133.68549589794404,0.0990240610178632,70.0,800.0,2.0,
7.2,7.3,141.2,0.08,70.0,800.0,2.0,
7.8784717175993215,7.297607968622146,65.48193249244332,0.2759335466576495,280.0,2400.0,2.0,
7.861292591983398,7.295699176887044,67.70185728036766,0.27268860070797507,280.0,2400.0,2.0,
6.970341129225857,7.270990458428529,139.32042345234845,0.08241746179762256,68.79126910118872,800.0,2.0,
5.515636922395144,7.0872383480920185,127.41481797012867,0.09773013765899849,61.13493117050076,800.0,2.0,
7.0,7.2,179.0,0.11,280.0,2400.0,2.0,
7.0,7.2,179.0,0.11,280.0,2400.0,2.0,
6.6,7.630177242999587,123.30568096260075,0.4616982275700041,63.585820560033014,700.0,2.0,
7.960489419794312,7.452097883958863,99.33973370311863,1.3567830716708995,170.0,350.0,2.95061177474289,
6.6,7.4,151.0,0.12,80.0,900.0,2.0,
6.6,7.153905667211816,124.16296979901873,0.4664609433278818,101.68754662305463,700.0,2.0,
7.6826604525156785,7.396532090503135,113.68265413887808,0.9122567240250858,170.0,350.0,2.6033255656445986,
7.005601697940985,7.4187200783665075,130.18951288256636,0.08567985632807046,70.6399608167465,900.0,2.0,
6.6,7.29,151.7,0.18,130.0,900.0,2.0,
3.09615786971315,6.559407430379821,147.29853749305633,0.13740800926211674,222.22402778635023,228.70400463105838,2.0,
6.318475549608475,6.887551772128051,148.51414317941695,0.11441768249720338,186.74695250838982,208.83536499440677,2.0,
5.4,6.7,139.7,0.53,170.0,800.0,2.0,
6.6,7.29,151.7,0.18,130.0,900.0,2.0,
6.946277224356726,7.588895866512777,187.9758854573341,0.12066835989410118,172.00507968230357,220.3341799470506,2.0,
7.1,7.63,189.6,0.12,170.0,220.0,2.0,
5.760306570431206,6.925191606519504,135.1961678696099,0.47145018230492897,170.0,800.0,2.0,
6.6,7.21,194.8,0.09,500.0,2200.0,2.0,
6.741333106499326,7.111066825450472,133.46143177929244,0.2219108993993711,500.0,2200.0,2.0,
7.173116593318256,7.119938821049988,89.10092543230442,0.6058049339864308,500.0,2200.0,2.0,
6.637384262312256,7.18383101638142,178.57523015648076,0.12489197815810593,500.0,2200.0,2.0,
6.428827994120914,6.871531197648366,71.11540462906224,0.17992816164614417,500.0,1100.0,2.0,
7.484768553727544,8.096234806970273,142.561710208446,0.7546547709585112,51.02491164891646,51.02491164891646,2.0,
7.96676978758472,7.384012374510167,161.58621293462724,0.09012549614356127,69.46707915033889,69.46707915033889,2.0,
6.7192463977267884,7.2192463977267884,123.42260806819635,0.28217584053041606,5.615072045464233,13.0,2.0,
6.195426363633905,6.795541777776576,107.81496090920648,0.3477708888882878,500.0,1100.0,2.0,
6.56263591815333,7.111209224554001,127.22418449108002,0.25021746904532827,5.758155089199809,8.889950996866316,2.0,
5.6,7.1,172.0,0.27,60.0,60.0,2.0,
6.04038478125715,7.1528461737508575,170.06230696246854,0.2365307566244566,61.7615391250286,61.7615391250286,2.0,
6.807266670101488,7.418616001236535,105.22715319491003,0.2603286658766578,170.0,800.0,2.0,
6.381299328406903,7.785792348891553,182.90740737910264,0.1656102014779291,23.0,40.46751678982742,2.0,
6.692560793859203,7.8558261786183206,185.28077605317642,0.07223176184223914,23.0,32.68598015351993,2.0,
6.2,7.2,129.7,0.4,170.0,800.0,2.0,
6.728773585511025,6.935613207244487,108.52099047916786,0.7601650969729601,304.92924507114117,350.0,2.0,
7.810359102809249,7.493187157008381,113.15872002757655,1.1473912102882953,177.11153364465318,361.85255607442195,2.762948878511561,
6.506305678321413,7.5316405984318155,103.78487759271108,0.07,42.025671540584646,1300.0,2.0,
7.02657752102926,7.410124322488898,169.93674255937609,1.6649331407719452,11.894917480826592,26.076002888420824,2.0,
7.022584357073735,7.7050980065484795,170.23746627341202,0.4636759197422109,17.716157985175137,145.4193251434101,2.0,
8.327810061647696,7.41957363452271,56.85004815281192,0.07927810061647697,79.27810061647696,79.27810061647696,2.0,
7.967749440286574,7.433468680035822,90.43874720143286,0.7235092840465682,500.0,800.0,2.0,
7.845827758222994,7.318844609969444,88.01758489080942,0.4527213141064044,500.0,800.0,2.0,
8.480288471403954,7.492960168358555,92.99440252537832,0.8049313212181594,500.0,800.0,2.0,
6.802783034921316,6.891650895236051,83.63567295241418,0.7963124787292557,701.3915174606583,5000.0,1.9986084825393418,
6.848025324090304,6.919210129636122,76.392252034635,0.6847392221832704,724.012662045152,5000.0,2.0,
7.310887916852994,7.279838560572183,50.11976708538293,0.34471748100132016,344.95964014304576,28689.506437191892,2.0,
7.48623250472933,7.247957726412849,52.048557552022615,0.28892602122248623,336.9894316032123,26617.252216835204,2.0,
7.111478352735801,7.26459134109432,46.19123759371552,0.34813220698488845,314.2372545052637,28937.740232829616,2.0,
6.6,6.908556007451595,119.86259074813212,1.8489131729258732,500.0,1300.0,2.0,
6.6,7.172791243921815,75.47107102113512,0.8888584804174062,500.0,1300.0,2.0,
7.10904544452778,7.000411156569444,78.73324834005544,1.133010338319442,794.8194272249983,13000.0,2.0,
6.58474249896404,7.161938071754158,133.4228622520769,0.3671137484460604,373.07235628449047,13000.0,2.0,
7.684785211308048,7.330429577383903,78.52392605654023,0.8800119720170223,0.305991478065194,0.32125281610064277,2.0,
6.57899334020036,6.948215476979764,39.811397429220555,0.13,700.0,3000.0,2.0,
4.996655023517422,6.446869562761856,75.77838781876966,0.46604633523185324,300.0,500.0,2.0,
7.419291261006183,7.2,56.34226919754152,0.24113459877075993,208.0708738993817,2800.0,2.0,
6.458872190279153,6.465553170039879,42.46179906278672,0.2166595101196369,800.0,2367.2234149800606,2.0,
7.19092345865153,7.398932171606063,64.33005724019709,0.7966363405590963,110.0,1300.0,2.0,
6.709077060331839,7.1,69.34402479462034,0.12907706033183874,500.0,2298.48715661136,2.0,
7.2,7.38656158639334,64.4,0.8,110.0,1300.0,2.0,
7.5,7.193146813228098,67.2,0.81,170.0,1700.0,2.0,
6.970377731474564,7.318664016669157,66.6948707592067,0.40489860554642454,150.22266388847385,1100.0,2.0,
7.5,7.200343607859637,67.2,0.81,170.0,1700.0,2.0,
6.853175675454759,7.352348648763525,65.80413513345619,0.25019189160028266,143.19054052728558,1100.0,2.0,
7.8,7.0,63.9,0.38,300.0,800.0,2.0,
6.730848067649815,6.718644228328898,68.57050580974028,0.3181017302323577,300.0,800.0,2.0,
7.549865486171941,7.219946194468776,68.20026902765612,0.6591910096358435,2.0,2.0,2.0,
7.915608873973451,7.376586689039826,95.69872315461532,0.0607804436986725,515.6088739734499,8000.0,2.0,
7.140770457771214,7.101407704577712,60.2411716376826,0.6956837932932871,164.36918168915147,170.0,2.0,
7.875103194269593,6.872049533249405,58.519808852963024,0.22401651108313486,1144.9793611460814,1377.5103194269593,2.0,
7.70930608931025,6.8237224357241,62.190763270835774,0.5781364701330824,1100.0,1567.4402474384644,2.0,
7.565134899850913,6.766053959940366,59.678065397401625,0.6955330101213995,1100.0,1629.2279000638944,2.0,
7.9,7.354837826484075,124.2,1.5,350.0,1600.0,2.0,
7.096451826719594,7.218570713024013,221.28940556847792,1.9910744696479468,222.32133912800157,284.64267825600314,2.0,
7.699151261725259,7.200377217010996,224.37227454969178,2.068830627265912,219.91512617252587,280.0188608505498,2.0,
7.309422547360198,6.957852122800165,91.88481323247849,0.43241768176651085,357.5715058030744,1524.2849419692561,2.938866719581225,
6.89852073259111,7.187189391923108,62.08816586072888,0.3251774359311172,497.78109888666404,2.955666355755548,2.0,
6.785947872183654,6.9190086879693915,33.0390399057668,0.18545734059798036,309.5043439846955,3000.0,2.0,
6.346020661815661,7.156540080734581,71.0681652945253,0.5175090880110893,326.9896690921692,3000.0,2.0,
6.4577396431605365,7.198828797507804,143.37295887851155,0.11020887510618763,199.02126298500522,13000.0,2.0,
7.07212186150532,6.659015232688165,63.43953230451727,0.6209776867096415,1018.03046537633,1700.0,2.0,
7.4,6.7,56.8,0.83,1100.0,1700.0,2.0,
6.2,6.8,94.7,0.74,170.0,350.0,2.0,
6.68380180373516,6.5657128382003425,58.23239639252968,0.46294842441426953,1100.0,1700.0,2.0,
6.779847384564875,6.622480923070609,69.35809046256128,0.43465270766010805,944.9618461412189,1700.0,2.0,
6.410707562907796,7.116061344361695,85.37619034132999,0.47134785729255907,170.0,350.0,2.0,
7.380060546430259,7.015835856101261,47.755687832710805,0.2968328287797478,55.2084765002363,13000.0,2.0,
6.722552549702456,6.883828824553684,69.09412385526507,0.5605945894644216,700.0,3000.0,2.0,
7.426423121877204,6.911324195090231,51.05967115077224,0.07792693656316102,1.9245053660651332,2.0,2.03397258527069,
6.9749585485649135,7.041680483811695,143.87296887968077,0.6790436940759109,38.33609676233908,74.16804838116954,2.0,
6.7540077169197925,7.341393054772186,134.61011575379692,0.13470424430588623,43.79104178417208,77.70038584598966,2.0,
6.5,6.942589462843604,127.6,0.15,2.0,2.0,2.0,
6.688489061492948,6.963867848470912,175.061447797435,0.1561531985531071,1.5423190253206256,1.5423190253206256,2.6538299638276777,
7.8,7.928557203516801,171.4,0.13,2.0,2.0,2.0,
6.5,7.182650842458036,121.35711439426137,0.15752154892257667,2.0,2.0,2.0,
6.943919276224394,7.2297419623822705,174.22003061949613,0.15014307585354367,1.647496172562986,1.647496172562986,2.5035768963385916,
6.995350855316502,7.6391997960745615,153.1612860538407,1.4621413617537913,2.0,2.0,2.0,
6.787268550679645,7.500902826019468,120.12754420582304,0.05,29.554399273787595,51.27314493203544,2.0,
7.10737093979249,7.115243213508696,118.7931213730089,0.11614741879584978,7.651596578547426,28.155774361245065,2.0,
6.727118696401638,7.505423739280327,124.03728473389357,0.05,27.44915437405731,57.28813035983626,2.0,
6.482232572154714,7.502893028861885,134.56986077812192,0.3612000200884222,3.822325721547132,29.962790464088112,2.0,
8.259067811888531,7.611131359242515,154.7066526518678,1.0884025467017506,29.88061445134155,30.0,2.0,
6.312754034699039,6.546722550472745,97.7675568407338,0.1733968515773705,800.0,1700.0,2.0,
5.6,6.3,120.0,0.22,800.0,1700.0,2.0,
6.749600695845115,6.697938702407924,84.14130137190814,0.14483380065628093,800.0,1700.0,2.0,
5.719365198496016,6.3568405707123885,115.61759199807486,0.2092002915646462,800.0,1700.0,2.0,
6.597849446467179,7.10215055353282,119.00645166059846,0.2872042804073328,2.0,2.0,2.0,
6.253060133849855,7.03537342256657,121.64592872842638,0.22585063097337205,2.0,2.0,2.0,
6.501256882497758,7.284548319747833,139.95687361581116,0.7207541294986546,6.227808366656701,23.0,2.4430479083358247,
6.106522232060168,6.937681488040112,123.0380387954284,0.26492740478395516,2.0,2.0,2.0,
6.1982141886663245,6.998809459110882,122.16696520766992,0.24047621635564692,2.0,2.0,2.0,
6.0,6.8,135.0,0.42,4.0,23.0,3.0,
6.661231128884039,7.3061556444201985,137.2246225776808,0.23796980621446348,2.0,2.0,2.0,
6.528382612304357,6.935544351073921,129.98413943356599,0.14716173876956432,2.0,2.0,2.0,
6.658325093937595,7.291625469687974,137.1665018787519,0.2333201503001515,2.0,2.0,2.0,
6.624270442792881,7.121352213964403,136.48540885585763,0.17883270846860916,2.0,2.0,2.0,
7.217801819073789,7.445400259867684,138.90203378279892,0.43633232581577286,30.0,170.0,2.0,
7.089361704466908,7.434468090720579,105.37191541433371,0.39114893635735265,196.29787051581178,27114.893635735265,2.0,
7.2,7.63543320492497,116.90908229853775,0.39677166024624855,148.74007704501776,28322.83397537515,2.0,
7.134795283810246,6.900877170286147,116.04480506829779,0.16231968558734972,500.0,1300.0,2.0,
6.376493982305458,6.361195185844366,73.56628782377808,0.11458963893832749,500.0,1300.0,2.0,
6.803252762710562,7.479538443504345,148.3021984462734,0.035813190677640355,126.55824124298128,300.0,2.0,
7.070305475221898,7.167976945574453,159.4293948009124,0.10257636880547444,117.65648415927008,300.0,2.0,
6.742589977568379,6.5767356207940715,58.114820044863244,0.49307736350379394,1100.0,1700.0,2.0,
6.376653053179933,6.544163263294983,69.37061211417391,0.23345305810722386,955.8367367050168,1700.0,2.0,
6.472362032388407,6.796482709851209,115.3828694575418,0.09723620323884069,500.0,2300.0,2.0,
6.516814108589474,7.215132697730527,147.95663488652636,0.11345128687157977,163.2743565642101,900.0,2.0,
6.488838397284924,7.202790400678769,103.69201936833468,0.018092161968429832,171.39520033938444,1300.0,2.0,
6.058931224148457,7.145328220980345,105.40709639839467,0.31586260890611606,220.0,1100.0,2.0,
7.698141572183366,7.105575283449901,174.10691277451718,0.23888494331001983,221.4867422533069,500.0,2.981415721833664,
7.36357080900744,7.220989326819919,198.96504167758198,0.6832564208270213,300.0,500.0,2.337755987132229,
7.665457059953436,7.100484611004397,69.66104672306282,0.2306063399948263,184.84841500129343,13000.0,2.0,
6.966781090962372,7.480171636443557,110.666068358184,0.33777396363458767,170.0,220.0,2.0,
5.69027946905087,6.9,172.45478783955218,0.13432798972356522,65.67201027643478,1100.0,2.0,
4.913103424064166,6.9,154.6549493898567,0.11928587272382256,80.71412727617744,1100.0,2.0,
6.8556945004064564,7.3041145623475785,90.4998386504616,0.16082291246951572,300.0,1100.0,2.0,
6.650286469152175,7.406704862553624,101.4127664321808,0.18167621563840583,300.0,1100.0,2.0,
7.30515228079573,7.378758877352742,136.8212501708103,0.16479505258224153,44.74238596021348,137.37119298010674,2.0,
6.750047752252211,7.021449036679519,86.92125802767067,0.2732269059523699,130.35748394465864,239.28503211068272,2.0357483944658648,
7.9930965350342404,7.432459795087571,89.26373938118901,0.17483242547603156,50.0,70.0,2.0,
7.542904991377275,7.27716199655091,105.01982681229491,1.1508218282555065,195.39416714570692,350.0,2.4921166570858615,
7.968059707033664,7.543454160157284,82.57121533202262,0.5951300654303255,139.05756933595475,221.88486132809052,2.9057569335954745,
6.851508197938547,7.0878885228860335,75.35289610994414,0.8398142048100561,170.0,3000.0,2.0,
6.697465461887356,7.164101381524506,77.28997714891011,0.890276514083402,165.89861847549423,3000.0,2.0,
6.064888630068948,7.146585092441374,119.94927209241465,1.1094446062069072,500.0,3000.0,2.0,
6.752894818193753,7.398694756366501,82.29410734576008,0.6565947254528746,485.8684454581259,3000.0,2.0,
6.568576500447176,7.506627286553382,94.30118140339854,0.429946847018445,87.54282333035216,137.54282333035215,2.0,
6.916408735456313,7.12482191970291,73.72162914841735,0.5113854138854357,500.0,1100.0,2.0,
6.999750315198357,7.0997503151983565,63.32818348122095,0.2852122320813967,500.0,2200.0,2.0,
7.634400005535144,7.006880001107029,69.82026665651891,0.26855999252755514,800.0,1121.8666648216185,2.0,
7.171853131812225,6.84251749455022,85.17062636244492,1.6223075599475765,728.1468681877755,1156.293736375551,2.0,
7.143780999755412,6.908756199951083,70.71973483378174,0.930895650330193,800.0,1285.4063334148625,2.0,
7.607324337308892,7.487085156559672,63.34424385351792,0.24301442566770654,79.26756626911079,1100.0,2.0,
7.356268390613816,7.153482439229898,62.610849555714616,0.3081341953069079,500.0,1.5027859513839181,2.0,
7.883042432077927,7.85483093609143,81.24514715652987,0.14967282587220876,50.0,221.53216972831171,2.0,
6.752680592494362,6.680221932335118,73.00777199128238,0.14589643157694493,356.0073977445039,1460.0739774450394,2.744917320318488,
6.772700542340854,7.290900180780285,61.413747740246436,0.2013649728829573,500.0,500.0,2.0,
7.0058485956438625,6.423769094970489,29.97993080713279,0.12961009362374248,800.0,3000.0,2.0,
7.574730235706375,7.0,40.59688473312428,0.0839401327554411,776.7664454075982,3000.0,2.0,
7.237605442523861,7.1249578229904555,72.2448434381757,0.1225632655143167,500.0,800.0,2.0,
7.052385668068878,6.669839304971301,46.69826926290496,0.1323807165965561,500.0,1100.0,2.0,
