17_OD_mgl_02,18_PH,50_Condutivida_de_Eletrica_us_cm_a_20c,13_Nitratos_mgl_n),46_Coliformes_Fecais_nmp_100ml,47_Coliformes_Totais_nmp_100ml,7_DBO_mgl_02)
7.5,7.5,187.0,0.04,,3.5,
5.1,7.4,157.0,0.03,,,
5.0,7.6,173.0,0.02,,,
3.1,7.5,150.0,0.04,,,
4.2,7.3,112.0,0.01,,,
13.0,7.3,34.0,,,24.0,
10.0,7.5,110.0,,,24.0,
7.0,7.6,150.0,,,2.2,
7.0,7.3,110.0,,,16.0,20.0
6.0,7.1,120.0,,,240.0,
6.0,6.9,114.0,,,24.0,1.4
7.0,7.3,109.0,,,1.7,90.0
8.0,7.2,131.0,,,9.2,100.0
9.0,7.9,138.0,,,2.4,88.0
,6.6,156.0,,,24.0,80.0
5.3,7.4,160.0,0.08,,35.0,
5.3,7.4,141.0,0.03,,,
4.3,7.3,127.0,0.03,,24.0,
4.5,7.4,160.0,0.02,,24.0,
4.3,7.2,157.0,0.01,,2.4,
5.2,7.4,,0.02,,,
3.5,7.3,96.0,0.0,,24.0,
6.0,7.6,112.0,0.0,,,
6.0,7.4,108.0,0.01,,2.8,
7.0,7.1,137.0,0.0,,24.0,
6.0,7.6,141.0,0.03,,,
5.2,7.3,125.0,0.0,160.0,240.0,
3.5,7.4,214.0,0.01,,,
5.0,7.4,155.0,0.01,,,
5.2,7.4,148.0,0.03,,,
,7.2,134.0,0.0,0.43,,
,7.4,171.0,0.0,,,
,7.6,208.0,0.0,,,
,7.4,,0.0,,,
,7.6,202.0,0.0,,,
,7.8,120.0,0.0,,,
6.0,7.6,112.0,0.0,,,
7.0,7.4,100.0,0.01,,,
6.0,7.3,120.0,0.0,,,
,7.3,131.0,0.01,,,
6.0,7.4,112.0,0.0,,,
5.0,7.2,127.0,0.01,,,
6.0,7.4,146.0,0.02,,92.0,
4.2,7.4,150.0,0.05,,,
5.2,7.0,172.0,0.01,,,
4.5,7.4,140.0,0.0,,,
,7.2,142.0,0.0,,,
7.1,6.3,170.0,0.0,,,
,7.2,147.0,0.14,,,
5.4,7.3,158.0,0.0,,,
6.0,7.4,131.0,,,9.2,3.8
5.7,7.4,152.0,0.02,,,
,7.2,103.0,0.0,,,
,7.4,178.0,0.0,,,
4.7,7.4,230.0,,,,
6.3,7.5,208.0,0.03,,,
,7.5,208.0,0.0,,,
,6.8,182.0,0.0,,,
3.0,7.3,163.0,0.0,,,
,7.4,99.0,0.0,,,
5.2,6.9,120.0,0.0,,,
,7.7,150.0,0.0,,,
,,,,2.3,33.0,
7.0,8.5,118.0,0.0,,,
7.5,8.3,170.0,0.0,,,
6.5,6.8,142.0,0.0,,,
,8.5,205.0,0.0,,,
4.0,7.5,208.0,0.28,,,
3.3,6.5,214.0,0.14,,,
1.4,7.0,176.0,0.25,,38.0,
,7.4,160.0,0.0,8.3,520.0,
2.5,7.7,175.0,0.0,,,
2.5,6.8,216.0,0.01,,,
4.6,7.1,110.0,0.08,,70.0,
5.4,7.1,91.0,0.0,8.3,95.0,
4.2,7.6,171.0,0.0,3.6,47.0,
3.8,6.8,187.0,0.08,1.2,6.0,
4.2,7.0,211.0,0.16,1.8,30.0,
,7.5,130.0,0.07,9.0,140.0,
4.2,7.5,163.0,0.13,9.0,200.0,
4.0,7.4,240.0,0.2,12.0,160.0,
4.2,7.6,200.0,0.07,0.6,9.8,
7.0,8.3,105.0,0.14,,,
,7.2,134.0,,,24.0,
7.0,7.2,156.0,,,24.0,
7.0,7.2,151.0,,,16.0,
9.2,,10.0,,,,
0.9,,247.0,0.04,90000.0,160000.0,43.0
1.6,,,0.13,27000.0,,5.6
2.2,7.24,196.9,,,,
4.0,,137.0,0.75,90000.0,160000.0,9.0
2.9,,186.4,0.32,50000.0,160000.0,27.0
1.8,,265.0,0.01,160000.0,160000.0,14.0
1.6,,226.0,0.03,2800.0,9000.0,15.0
0.8,6.82,25.3,,,,
2.2,7.23,23.6,,,,
2.9,,204.0,0.07,30000.0,90000.0,9.0
1.0,,249.0,0.01,11000.0,35000.0,12.0
1.1,,340.0,0.02,160000.0,160000.0,37.0
1.4,,270.0,0.1,160000.0,160000.0,14.0
2.0,7.34,303.91,,,,
1.6,7.3,33.06,,,,
2.6,7.1,220.0,,,,
3.4,7.3,213.12,,,,
4.3,,120.0,0.23,900.0,160000.0,9.0
2.7,7.08,222.0,0.11,160000.0,160000.0,20.0
0.8,7.16,305.9,0.03,160000.0,160000.0,7.0
1.6,,186.8,0.25,50000.0,160000.0,9.0
0.6,7.1,275.2,,,,
0.8,7.33,324.0,,,,
2.6,7.33,108.01,,,,
2.0,7.33,184.4,0.09,8000.0,24000.0,6.0
2.0,7.33,184.4,0.09,8000.0,24000.0,6.0
1.4,7.65,202.7,0.19,14000.0,160000.0,15.0
0.5,7.19,334.0,0.33,160000.0,160000.0,131.0
2.8,7.6,199.3,0.11,90000.0,160000.0,14.0
1.6,7.33,298.0,,,,
0.6,6.82,346.0,,,,
3.0,7.17,222.0,,,,
4.5,7.26,144.2,0.66,50000.0,160000.0,12.0
2.3,7.27,226.0,0.18,160000.0,160000.0,8.0
0.6,7.21,312.0,0.03,160000.0,160000.0,40.0
0.9,7.25,189.3,0.05,160000.0,160000.0,18.0
2.8,7.23,243.0,,,,
1.3,7.26,272.0,,,,
1.2,7.23,212.0,,,,
4.2,6.19,120.6,,,,
2.7,7.23,213.0,,,,
0.9,7.29,317.0,,,,
4.8,7.08,98.6,,,,
3.4,7.21,167.6,,,,
3.7,7.2,229.0,,,,
2.9,7.39,447.0,,,,
0.7,7.06,272.0,,,,
0.7,7.06,272.0,,,,
4.1,7.2,311.0,,,,
2.7,7.25,255.0,,,,
4.1,7.2,311.0,,,,
2.7,7.25,255.0,,,,
1.99,7.21,255.0,,,,
1.99,7.21,255.0,,,,
1.23,7.26,358.0,,,,
1.8,7.21,259.0,,,,
2.27,7.45,327.0,,,,
2.78,7.0,198.0,,,,
2.39,7.13,210.6,,,,
3.96,6.98,99.0,,,,
5.42,7.52,,,,,
14.3,7.42,368.0,,,,
,7.06,201.0,,,,
1.29,7.21,293.0,,,,
,6.36,183.5,,,,
,6.57,163.0,,,,
,6.47,156.8,,,,
,5.7,62.1,,,,
,6.3,198.5,,,,
,7.7,176.7,,,,
,,,,,,
1.91,7.3,268.9,,,,
,6.35,215.3,,,,
,6.7,258.2,,,,
,6.36,232.0,,,,
,7.54,347.3,,,,
5.46,7.74,441.3,,,,
9.91,7.32,287.0,,,,
6.46,7.41,245.0,,,,
12.11,7.49,0.5,,,,
2.38,7.69,557.0,,,,
,7.16,377.8,,,,
8.19,7.33,184.0,,,,
7.62,7.1,0.4,,,,
8.7,7.3,220.0,,,,
7.0,7.2,238.0,,,,
11.6,6.7,188.0,,,,
3.4,7.22,212.0,,,,
3.4,7.5,533.0,,,,
5.0,6.7,298.5,,,,
5.2,10.6,208.5,,,,
3.79,7.66,487.9,,,,
5.4,7.32,128.1,,,,
3.92,7.35,259.3,,,,
290.0,7.25,,,,,
4.26,7.28,287.7,,,,
3.85,7.37,413.7,,,,
3.22,7.22,210.0,,,,
3.45,7.27,189.5,,,,
1.6,6.58,,0.13,27000.0,,6.0
0.9,7.1,247.0,0.04,90000.0,160000.0,43.0
4.0,7.3,137.0,0.75,90000.0,160000.0,9.0
2.9,6.4,186.4,0.32,50000.0,160000.0,27.0
1.8,7.2,265.0,0.01,16000.0,160000.0,14.0
1.6,7.1,226.0,0.03,2800.0,9000.0,15.0
2.9,7.3,204.0,0.07,30000.0,90000.0,9.0
1.0,6.9,249.0,0.01,11000.0,35000.0,12.0
1.1,6.8,340.0,0.02,160000.0,160000.0,37.0
1.4,6.7,270.0,0.1,160000.0,160000.0,14.0
4.3,6.9,120.0,0.23,900.0,160000.0,9.0
2.7,7.2,222.0,0.11,160000.0,160000.0,20.0
0.8,6.8,305.9,0.03,160000.0,160000.0,7.0
1.6,8.0,186.8,0.25,50000.0,160000.0,9.0
2.0,6.94,184.4,0.09,8000.0,24000.0,6.0
1.4,7.19,202.7,0.19,14000.0,160000.0,15.0
0.5,7.2,334.0,0.33,160000.0,160000.0,131.0
2.8,7.16,199.3,0.11,90000.0,160000.0,10.0
2.0,6.94,,0.09,8000.0,,6.0
1.4,7.19,,0.19,14000.0,,15.0
0.5,7.2,,0.33,160000.0,,131.0
2.8,7.16,,0.11,90000.0,,14.0
4.5,6.98,144.2,0.66,50000.0,160000.0,12.0
0.9,6.84,189.3,0.05,160000.0,160000.0,18.0
0.6,6.54,312.0,0.03,160000.0,160000.0,40.0
2.3,6.79,226.0,0.18,160000.0,160000.0,8.0
4.5,6.98,,0.66,50000.0,,12.0
0.9,6.84,,0.05,160000.0,,18.0
0.6,6.54,,0.03,160000.0,,40.0
2.3,6.79,,0.18,160000.0,,8.0
4.8,7.0,136.0,0.81,1000.0,160000.0,6.0
2.9,6.9,184.0,0.27,13000.0,30000.0,7.0
0.6,6.9,258.0,0.13,160000.0,160000.0,34.0
0.5,6.8,297.0,0.17,160000.0,160000.0,9.0
4.8,7.0,,0.81,11000.0,,6.0
2.9,6.9,,0.27,13000.0,,7.0
0.6,6.9,,0.13,160000.0,,34.0
0.5,6.8,,0.17,160000.0,,9.0
2.6,7.5,149.0,0.85,30000.0,160000.0,5.0
3.9,7.2,145.0,0.74,8000.0,17000.0,6.0
2.8,7.5,233.0,0.18,7000.0,14000.0,13.0
2.0,7.5,267.0,0.21,160000.0,160000.0,8.0
2.6,7.5,,0.85,30000.0,,5.0
3.9,7.2,,0.74,8000.0,,6.0
2.8,7.5,,0.18,7000.0,,13.0
2.0,7.5,,0.21,160000.0,,8.0
4.3,7.3,,0.76,130.0,,4.0
3.2,6.7,,0.29,7000.0,,7.0
1.7,6.8,,0.08,220.0,,22.0
2.5,7.0,,0.15,30000.0,,7.0
3.6,7.5,,0.09,5000.0,,7.0
3.0,7.0,,0.59,5000.0,,5.0
1.8,7.4,,0.02,50000.0,,10.0
1.2,7.1,,0.1,50000.0,,9.0
0.7,7.3,,0.02,160000.0,,3.0
3.2,7.0,,0.08,7000.0,,6.0
2.5,6.8,,0.06,22000.0,,6.0
2.4,6.9,,0.02,3500.0,,7.0
3.0,6.6,,0.68,,,6.0
3.6,7.0,,0.8,,,5.0
2.5,6.9,,0.05,,,7.0
3.5,7.0,,0.06,,,6.0
3.0,6.6,,0.68,30000.0,,6.0
3.6,7.0,,0.8,17000.0,,5.0
2.5,6.9,,0.05,7000.0,,7.0
3.5,7.0,,0.06,7000.0,,6.0
2.9,6.7,,0.0,160000.0,,6.7
4.2,6.7,,0.0,9000.0,,4.8
3.7,6.5,,0.0,50000.0,,5.3
3.9,6.9,,0.0,24000.0,,9.0
3.8,6.6,,0.0,17000.0,,4.3
3.4,7.0,,0.0,170.0,,3.1
3.7,6.6,,0.0,300.0,,4.5
2.7,6.8,,0.0,24000.0,,4.6
2.7,7.0,,0.0,13000.0,,6.7
2.8,6.6,,0.0,7000.0,,7.0
3.8,6.2,,0.0,90000.0,,7.6
3.5,7.3,,0.0,28000.0,,8.7
3.6,7.2,,0.88,350.0,,5.6
4.0,6.5,,1.22,35000.0,,4.9
2.1,6.6,,0.13,160000.0,,9.6
3.4,6.6,,0.8,2800.0,,2.6
3.4,,,0.85,,24196.0,6.2
4.6,,,0.71,,241957.0,5.9
4.2,,,1.06,,24195.7,4.1
3.3,,,1.66,,24196.0,6.9
3.6,,,2.48,,24196.0,11.0
4.7,,,0.79,,10462.4,4.4
4.9,7.5,,1.0,,17328.9,5.1
0.5,6.6,,0.11,,24196.0,42.0
4.5,7.5,238.0,2.8,,24195.7,
5.4,7.0,317.0,2.75,,9803.9,
4.9,7.0,,1.07,,12033.3,8.2
6.7,7.8,,0.5,,24196.0,16.0
5.0,6.8,,2.17,,1.0,7.3
5.3,6.2,,1.07,,24196.0,5.4
1.8,6.6,,0.0,160000.0,,13.0
3.7,6.5,,0.0,50000.0,,4.6
4.3,7.0,,0.0,8000.0,,7.5
3.9,6.6,,0.0,5000.0,,4.8
3.3,7.0,,0.0,30000.0,,4.7
4.2,6.7,,0.0,1100.0,,5.5
2.9,6.7,,0.0,24000.0,,4.6
3.1,7.1,,0.0,13000.0,,6.6
3.6,6.6,,0.0,3000.0,,6.3
4.1,6.3,,0.0,160000.0,,7.8
3.5,7.3,,0.0,160000.0,,6.9
3.3,,,0.87,,24196.0,9.9
5.0,,,0.72,,198629.0,5.9
4.0,,,1.11,,24196.0,4.3
3.4,,,1.6,,24196.0,7.5
4.1,,,2.68,,24196.0,12.0
4.3,,,0.65,,5172.1,4.8
9.7,8.3,,0.23,,,4.0
8.8,8.8,,0.55,,,4.0
9.7,8.3,,0.23,70.0,,4.0
8.8,8.8,,0.55,2.0,,4.0
6.8,6.5,,0.0,7000.0,,2.0
6.7,6.9,,0.0,2300.0,,2.0
6.8,6.7,,0.0,3000.0,,2.0
7.4,7.0,,0.0,170.0,,2.0
9.0,7.9,,0.0,50.0,,2.0
9.8,9.0,,0.0,30.0,,2.7
9.6,8.7,,0.0,23.0,,3.4
7.9,7.2,,0.0,70.0,,2.1
6.0,6.9,,0.0,170.0,,2.0
5.9,7.0,,0.0,500.0,,2.1
6.5,7.2,,0.0,2300.0,,2.0
6.7,7.5,,0.0,30000.0,,2.0
6.6,7.5,,0.17,1100.0,,2.0
8.4,8.0,,1.25,160000.0,,2.9
7.9,6.9,,2.56,90.0,,2.0
6.1,6.4,,0.6,50000.0,,2.0
8.1,,,1.97,,4105.0,3.5
6.1,,,0.68,,24196.0,2.0
10.0,,,3.35,,6866.7,7.6
6.3,,,1.81,,11198.7,2.0
7.2,,,0.93,,17328.9,2.0
7.9,,,2.24,,4884.4,3.1
8.0,8.2,,4.99,,15531.2,8.4
7.9,8.9,,2.87,,8664.4,5.6
6.3,7.0,,1.49,,24196.0,2.0
6.8,6.9,,2.5,,24196.0,2.0
7.3,6.9,,2.83,,24195.7,3.2
9.2,9.0,,1.32,,9803.0,9.3
9.6,9.0,153.0,2.27,,8664.4,
8.8,8.7,140.0,1.52,,24196.0,
8.2,9.6,169.0,2.61,,3255.4,
9.5,8.9,182.0,2.5,,24196.0,
6.9,7.3,86.0,2.62,,17328.9,
6.1,6.6,33.4,0.87,,24196.0,
5.4,7.6,,2.02,,3654.0,2.9
6.4,7.6,,5.15,,11198.7,2.0
8.9,9.3,,0.86,,1616.2,2.1
7.9,8.1,,6.6,,3448.0,2.2
8.7,8.8,,4.76,,11198.7,5.2
5.8,6.2,,2.08,,24196.0,4.3
4.4,6.2,,0.44,,1616.2,2.0
7.0,6.3,,0.85,,24196.0,2.0
8.6,7.5,,0.82,,10462.4,2.0
7.4,7.3,,0.89,,24196.0,2.0
7.9,7.1,,2.08,,3654.0,2.0
6.2,8.9,,2.31,,8664.4,2.0
7.5,,,0.78,,241960.0,2.0
7.3,,,0.31,,9208.4,2.0
5.5,6.4,,0.4,,24196.0,3.6
8.6,7.3,,0.24,,1584.7,2.0
8.1,7.9,189.0,0.37,,19862.9,
8.7,7.5,89.0,0.21,,8164.1,
8.1,6.5,,0.2,,17328.9,2.0
7.8,6.7,,1.96,,2681.6,2.0
5.4,6.8,,0.0,7000.0,,2.0
7.1,7.1,,0.0,5000.0,,2.8
6.2,7.3,,0.0,5000.0,,2.0
6.5,6.7,,0.0,22000.0,,2.0
6.0,7.4,,0.25,800.0,,2.0
6.7,6.8,,0.23,280.0,,2.3
7.1,6.8,,0.32,13000.0,,2.0
6.9,6.9,,0.08,13000.0,,2.0
6.4,,,0.71,,24196.0,2.1
6.4,,,1.04,,8164.0,2.2
7.5,,,0.39,,268.6,2.0
6.9,7.3,,0.11,50.0,,2.0
6.0,6.9,,0.0,0.0,,2.0
6.9,7.6,,0.0,2.0,,2.0
6.9,6.0,,0.0,300.0,,2.0
7.1,6.7,,0.0,23.0,,2.0
5.0,7.3,,0.39,140.0,,5.0
6.3,7.4,,0.87,160000.0,,4.0
6.0,7.3,,0.36,160000.0,,2.0
7.2,7.1,,0.45,160000.0,,8.0
5.1,7.1,,0.11,90000.0,,7.0
1.0,6.7,,0.33,160000.0,,97.0
6.7,6.9,,0.0,160000.0,,6.7
6.7,7.2,,0.0,35000.0,,3.1
7.5,7.0,,0.0,50000.0,,4.9
6.6,6.9,,0.0,90000.0,,4.8
6.6,7.4,,0.18,160000.0,,3.2
7.2,6.8,,0.69,28000.0,,3.4
6.5,6.6,,0.07,160000.0,,6.7
6.4,6.6,,0.57,24000.0,,4.1
7.1,,,0.99,,241960.0,5.3
6.0,,,1.27,,24196.0,2.0
3.7,7.1,,0.79,160000.0,,16.0
4.2,7.6,,0.4,160000.0,,7.0
4.4,7.0,,0.12,160000.0,,17.0
4.5,6.9,,0.19,160000.0,,0.0
4.5,6.9,,0.12,160000.0,,0.0
4.7,6.9,,0.12,160000.0,,25.0
3.2,6.7,,0.11,50000.0,,0.0
2.5,7.0,,0.11,90000.0,,0.0
2.1,6.9,,0.22,160000.0,,24.0
3.4,7.3,,0.09,160000.0,,0.0
3.4,7.4,,0.05,160000.0,,0.0
4.6,6.6,,0.14,160000.0,,17.0
5.0,7.0,,0.14,160000.0,,0.0
5.5,7.0,,0.09,160000.0,,0.0
8.2,6.2,38.0,,,,
8.0,6.9,84.0,,,,
8.2,6.2,38.0,,,,
6.4,6.6,68.4,,,,
6.4,6.5,26.0,,,,
7.6,6.6,53.0,,,,
7.8,6.1,63.0,,,,
6.6,5.6,57.0,,,,
6.9,6.6,72.0,,,,
6.8,7.1,49.0,,,,
6.3,6.2,58.0,,,,
7.2,6.5,53.0,,,,
7.2,5.7,45.0,,,,
6.9,6.4,53.0,,,,
7.4,5.8,54.0,,,,
6.1,6.6,57.0,,,,
7.1,6.2,76.0,,,,
6.2,6.2,49.0,,,,
3.7,7.5,46.0,0.03,0.0,,
7.9,6.8,46.0,0.71,0.0,,
11.2,6.0,43.0,,,,
7.5,6.8,38.0,0.16,0.0,,
7.3,6.8,75.0,0.35,3.0,0.0,
3.75,7.5,50.7,,,,
7.5,6.8,41.63,,,,
7.9,6.8,45.86,,,,
7.3,6.8,75.3,,,,
7.2,6.5,29.0,0.66,,0.0,
7.6,6.3,53.21,0.48,,0.0,
8.0,6.1,57.4,0.35,0.0,90.0,
8.6,6.7,43.2,0.4,,0.0,
7.2,6.5,29.0,,,,
,6.1,57.4,,,,
,6.3,53.21,,,,
,6.7,43.2,,,,
6.8,7.3,38.0,0.1,0.092,0.0,
7.7,7.3,42.12,0.2,3.2,0.0,
6.8,7.3,38.0,0.1,0.92,0.0,
8.4,7.9,49.5,0.13,,0.0,1.7
7.0,7.6,48.9,0.18,,0.0,1.8
,7.3,38.0,,,,
,7.3,42.1,,,,
,7.9,49.5,13.0,,,
,7.6,48.9,0.18,,,81.0
6.8,6.6,33.9,0.15,,0.0,0.2
7.9,7.4,52.17,0.2,,,1.4
7.6,6.7,48.0,0.09,,,1.1
7.1,7.2,43.6,0.08,,0.0,2.3
9.1,7.0,51.06,0.26,0.0,0.2,0.2
7.8,5.7,24.71,0.2,,,4.0
8.5,6.9,63.6,0.12,0.0,0.2,2.2
8.2,6.8,52.66,0.21,8.0,2400.0,1.2
8.23,7.8,53.87,0.2,16000.0,24000.0,4.54
9.11,8.0,52.54,0.81,940.0,5400.0,1.74
8.03,7.3,35.08,0.32,0.0,0.0,2.2
7.97,7.5,57.03,0.13,1100.0,1100.0,0.46
8.48,7.8,76.04,0.17,0.0,0.0,1.88
7.13,7.0,51.77,0.05,24000.0,46000.0,1.9
7.0,6.9,61.44,0.08,17000.0,30000.0,3.6
8.88,7.2,60.0,0.08,2400.0,2400.0,5.38
8.1,7.46,65.8,0.15,3300.0,160000.0,3.24
7.1,7.66,51.9,0.05,22000.0,30000.0,1.97
7.7,7.2,45.8,,,,
7.7,7.34,54.7,,,,
7.9,6.79,55.5,,,,
7.7,7.1,80.5,,,,
7.3,7.2,21.9,,,,
7.8,6.9,64.4,,,,
7.4,7.2,57.6,,,,
8.2,7.1,56.1,,,,
9.8,7.49,67.08,,,,
7.6,7.07,57.0,,,,
7.4,7.38,53.34,,,,
7.6,7.15,36.82,,,,
8.0,7.47,55.94,,,,
8.2,7.6,69.4,,,,
8.6,7.6,4.11,,,,
8.8,7.06,44.3,,,,
9.2,5.42,61.7,,,,
7.8,7.37,74.9,,,,
7.6,3.57,38.5,,,,
8.6,7.44,54.6,,,,
7.1,7.57,56.7,,,,
6.1,7.36,54.8,,,,
6.1,7.34,42.6,,,,
7.6,7.48,53.8,,,,
6.8,7.14,48.1,,,,
7.1,7.35,58.4,,,,
6.5,7.8,109.0,,,,
6.5,7.8,109.0,,,,
6.4,6.76,55.2,,,,
8.9,7.1,56.4,,,,
8.2,7.51,61.0,,,,
7.4,7.18,35.1,,,,
6.17,7.15,62.0,,,,
7.27,7.18,60.0,,,,
8.31,7.18,48.0,,,,
6.77,7.34,62.0,,,,
4.87,7.1,43.0,,,,
5.99,7.48,47.7,,,,
5.85,7.25,43.0,,,,
,6.43,52.0,,,,
8.3,7.78,60.0,,,,
,8.14,48.0,,,,
,7.47,65.0,,,,
,6.31,68.08,,,,
,6.86,46.95,,,,
,7.21,46.5,,,,
,5.3,85.5,,,,
,6.6,50.2,,,,
,7.9,60.0,,,,
8.28,7.65,65.0,,,,
,7.05,62.6,,,,
,8.04,59.6,,,,
,,,,,,
7.32,7.5,95.3,,,,
,6.89,58.2,,,,
,7.1,70.0,,,,
,6.13,50.7,,,,
7.39,7.57,68.5,,,,
7.34,7.33,79.5,,,,
,7.18,67.0,,,,
,,,,,,
,7.46,88.0,,,,
4.3,7.21,75.1,,,,
7.46,7.2,47.5,,,,
8.17,6.95,77.0,,,,
8.51,7.2,83.4,,,,
8.06,7.26,73.1,,,,
8.79,7.54,90.5,,,,
8.43,7.71,74.6,,,,
7.57,,51.4,,,,
7.83,7.32,60.1,,,,
9.2,7.61,58.6,,,,
80.7,7.93,,,,,
6.62,7.27,90.3,,,,
7.17,7.45,82.5,,,,
7.4,5.8,63.0,,,,
3.4,7.45,,0.2,9999.0,,8.0
4.0,7.4,194.0,0.48,90.0,160000.0,16.0
7.1,7.4,119.0,0.53,900.0,160000.0,2.0
5.9,6.5,180.0,0.57,160000.0,160000.0,
2.6,7.2,188.0,0.14,230.0,300.0,19.0
4.8,6.6,61.8,0.17,160000.0,160000.0,17.0
5.5,7.3,150.0,0.14,160000.0,160000.0,11.0
5.8,6.9,162.0,0.11,170.0,280.0,11.0
5.3,6.7,186.0,0.23,90000.0,160000.0,14.0
5.3,7.5,216.0,0.35,160000.0,160000.0,13.0
6.1,7.0,142.7,0.25,160000.0,160000.0,9.0
6.5,7.3,141.6,0.2,160000.0,160000.0,11.0
7.3,6.8,158.2,0.29,160000.0,160000.0,9.0
5.7,7.1,148.9,0.53,170.0,1300.0,10.0
5.4,6.95,181.5,0.34,160000.0,160000.0,21.0
5.6,7.05,160.0,0.25,50000.0,90000.0,9.0
6.7,7.14,149.2,0.57,50000.0,90000.0,7.0
6.4,7.22,147.2,0.36,160000.0,160000.0,9.0
5.4,6.95,,0.34,160000.0,,21.0
5.6,7.05,,0.25,50000.0,,9.0
6.7,7.14,,0.57,50000.0,,7.0
6.4,7.22,,0.36,160000.0,,9.0
6.7,6.93,117.0,0.82,160000.0,160000.0,6.0
5.9,6.79,134.8,0.45,90000.0,160000.0,8.0
5.6,6.35,153.3,0.61,160000.0,160000.0,14.0
6.5,6.95,144.0,0.59,160000.0,160000.0,11.0
6.7,6.93,,0.82,160000.0,,6.0
5.9,6.79,,0.45,90000.0,,8.0
5.6,6.35,,0.61,160000.0,,14.0
6.5,6.95,,0.59,160000.0,,11.0
7.3,6.8,60.5,0.07,22000.0,160000.0,6.0
6.0,7.4,142.0,0.36,160000.0,160000.0,3.0
5.6,6.9,147.0,0.37,16000.0,160000.0,17.0
4.0,6.7,205.0,0.42,90000.0,90000.0,14.0
7.3,6.8,,0.07,22000.0,,6.0
6.0,7.4,,0.36,160000.0,,3.0
5.6,6.9,,0.37,160000.0,,17.0
4.0,6.7,,0.42,90000.0,,14.0
6.2,7.6,98.2,0.07,160000.0,160000.0,4.0
7.1,7.3,108.0,0.48,17000.0,160000.0,8.0
6.4,7.8,141.0,0.48,35000.0,160000.0,13.0
6.4,7.3,153.0,0.54,160000.0,160000.0,16.0
6.2,7.6,,0.07,160000.0,,4.0
7.1,7.3,,0.48,17000.0,,8.0
6.4,7.3,,0.48,35000.0,,13.0
6.4,7.3,,0.54,160000.0,,16.0
6.2,7.5,,0.7,160000.0,,6.0
6.5,6.8,,0.53,160000.0,,7.0
6.3,7.0,,0.28,220.0,,8.0
4.5,7.1,,0.2,160000.0,,10.0
5.3,7.3,,0.17,90000.0,,9.0
5.9,7.4,,0.36,160000.0,,11.0
4.8,7.0,,0.27,160000.0,,10.0
3.7,7.1,,0.79,160000.0,,16.0
4.2,7.6,,0.4,160000.0,,7.0
4.3,7.0,,0.12,160000.0,,17.0
4.7,6.9,,0.12,160000.0,,25.0
2.1,6.9,,0.22,160000.0,,24.0
4.6,6.6,,0.14,,,17.0
5.3,6.4,,0.13,,,13.0
5.0,6.7,,0.14,,,11.0
3.9,6.5,,0.33,,,10.0
4.6,6.6,,0.14,160000.0,,17.0
5.3,6.4,,0.13,160000.0,,13.0
5.0,6.7,,0.14,90000.0,,11.0
3.9,6.5,,0.33,50000.0,,10.0
6.2,6.6,,0.0,160000.0,,8.6
6.3,7.0,,0.0,160000.0,,0.0
5.6,6.7,,0.0,160000.0,,0.0
6.0,6.7,,0.0,50000.0,,11.0
5.6,6.8,,0.0,28000.0,,0.0
4.9,6.8,,0.0,160000.0,,0.0
5.2,6.6,,0.0,22000.0,,19.0
4.0,6.6,,0.0,160000.0,,0.0
3.9,6.7,,0.0,160000.0,,0.0
3.6,6.5,,0.0,1700.0,,13.0
4.9,6.9,,0.0,160000.0,,0.0
7.2,7.6,,0.0,160000.0,,0.0
6.0,7.3,,0.19,35000.0,,8.7
6.0,6.6,,0.73,2200.0,,12.0
6.0,6.3,,0.21,160000.0,,11.0
5.6,6.5,,3.9,160000.0,,6.7
2.0,,,0.93,,241960.0,44.0
4.6,,,1.62,,241960.0,5.0
8.8,7.24,44.1,,,,
9.0,7.28,32.4,,,,
7.5,7.64,45.5,,,,
7.07,7.78,39.23,,,,
6.12,8.09,50.0,,,,
6.0,6.9,,0.08,2800.0,,5.0
6.8,7.1,,0.17,160000.0,,3.0
7.2,6.9,,0.11,160000.0,,3.0
6.7,6.7,,0.1,90000.0,,6.0
6.0,6.3,,0.05,160000.0,,8.0
6.7,6.0,,0.5,160000.0,,4.0
7.5,6.1,,0.0,90000.0,,2.0
7.7,6.4,,0.0,90000.0,,2.5
8.0,6.6,,0.0,50000.0,,5.4
6.7,6.0,,0.0,22000.0,,4.4
7.1,7.0,,0.13,30000.0,,2.0
8.1,6.2,,0.18,50000.0,,2.1
7.0,6.2,,0.13,90000.0,,4.1
6.3,5.8,,0.17,160000.0,,4.9
7.8,,,0.22,,241960.0,2.9
7.2,,,0.14,,241960.0,3.6
8.5,,,0.24,16000.0,,1.6
7.2,,57.2,0.24,2200.0,30000.0,2.0
8.5,6.6,,0.24,16000.0,,2.0
7.2,7.2,57.2,0.24,2200.0,30000.0,2.0
8.1,,32.1,0.06,30000.0,160000.0,2.0
7.4,,40.2,0.14,8000.0,50000.0,13.0
8.1,,61.9,0.04,300.0,50000.0,2.0
7.4,,57.3,0.13,30000.0,30000.0,2.0
8.1,7.0,32.1,0.06,30000.0,160000.0,2.0
7.4,6.7,40.2,0.14,8000.0,50000.0,13.0
8.1,7.5,61.9,0.04,300.0,50000.0,2.0
7.4,7.1,57.3,0.13,30000.0,30000.0,2.0
