index,Dissolved oxygen,pH,Conductivity,Nitrate,Fecal coliform,Total coliform,Biological oxygen demand,WQI
3020,5.1,6.4,70.0,0.67,1300.0,2200.0,6.0,117.7472782764099
3021,6.6,7.8,123.0,0.46,50.0,700.0,2.0,71.41629571819236
3022,6.2,6.8,64.5,0.28,2200.0,8000.0,4.0,122.8508367425627
3023,7.3,7.3,140.4,1.23,500.0,1100.0,2.0,69.50524953127463
3024,8.3,7.5,155.0,1.1,30.0,30.0,2.0,57.51672636137189
3025,5.7,8.1,73.6,1.59,5000.0,13000.0,6.0,228.7412752348658
3026,6.7,7.01,66.2,0.69,500.0,1700.0,2.0,67.41559952825601
3027,8.0,7.61,122.1,1.06,30.0,300.0,5.0,87.47373886532685
3028,7.7,7.94,178.8,0.19,23.0,140.0,2.0,67.8156560338399
3029,6.1,7.01,67.3,0.14,300.0,1300.0,2.0,65.72771610769
3030,5.3,6.56,51.8,0.48,700.0,5000.0,2.0,71.4704361871078
3031,6.9,7.67,143.9,0.96,8.0,23.0,2.0,66.69656705414071
3032,7.3,7.54,168.0,1.87,13.0,23.0,2.0,62.731206132112916
3033,6.1,7.09,122.2,0.86,220.0,1400.0,2.0,65.45882537059212
3034,6.6,7.3,97.3,0.61,2300.0,3000.0,2.0,113.05061247550162
3035,7.3,7.6,154.0,1.6,13.0,30.0,2.0,63.7415755489146
3036,6.3,7.7,91.6,0.76,300.0,800.0,2.0,76.70440691007964
3037,7.0,7.4,84.0,0.58,800.0,1700.0,2.0,79.37259183607304
3038,11.3,8.7,169.0,0.42,30.0,110.0,3.0,72.71104386984359
3039,9.2,8.8,159.0,0.99,23.0,40.0,5.0,102.1436249786181
3040,9.1,9.2,153.0,0.05,70.0,110.0,4.0,101.66699698948064
3041,5.2,7.5,138.0,0.55,2.0,40.0,3.0,80.60143332975571
3042,7.3,8.0,99.5,0.43,2.0,2.0,3.0,79.1469757745568
3043,5.7,7.4,63.9,0.16,5000.0,8000.0,4.0,197.62213535919398
3044,5.5,7.2,126.0,1.05,500.0,1300.0,2.0,76.45062288486632
3045,6.0,7.1,64.8,0.24,2300.0,13000.0,4.0,132.33539047590298
3046,6.9,6.9,118.7,0.77,70.0,1100.0,2.0,54.915685667373246
3047,5.2,7.3,178.0,1.0,23.0,220.0,2.0,68.84049836099848
3048,6.0,7.1,72.4,0.4,800.0,3000.0,4.0,96.94608778105354
3049,6.7,7.7,128.0,0.86,140.0,1100.0,2.0,71.32456134907939
3050,6.8,7.1,118.0,0.19,500.0,800.0,3.0,77.1064102875855
3051,5.6,7.4,155.0,0.19,80.0,1700.0,4.0,87.85141339425367
3052,4.7,6.2,48.1,0.46,1300.0,2400.0,4.0,98.51246199537258
3053,5.8,6.9,78.5,0.31,1300.0,5000.0,3.0,97.08400535121145
3054,6.0,7.2,137.6,1.17,130.0,130.0,2.0,65.61370433072057
3055,7.1,7.0,150.0,1.05,30.0,70.0,2.0,54.61358121274934
3056,5.8,6.7,80.8,1.53,300.0,700.0,2.0,61.81240976827024
3057,6.0,6.87,137.6,1.17,130.0,130.0,2.0,59.88586355312278
3058,7.1,7.5,150.0,1.05,30.0,70.0,2.0,63.29212784547325
3059,6.7,7.3,83.6,0.63,500.0,2400.0,2.0,72.60136217964845
3060,6.6,7.32,114.8,0.9,23.0,50.0,4.0,80.0940321282312
3061,7.0,7.63,171.0,0.14,30.0,130.0,2.0,65.94811913813788
3062,5.8,6.88,65.8,0.15,500.0,500.0,2.0,69.16435135200857
3063,6.7,7.61,83.6,0.63,500.0,2400.0,2.0,77.98206109193728
3064,6.6,7.6,114.8,0.9,23.0,50.0,4.0,84.95401824255657
3065,7.0,7.77,171.0,0.14,30.0,130.0,2.0,68.37811219530057
3066,5.8,7.4,65.8,0.15,500.0,500.0,2.0,78.19003985004144
3067,5.4,6.36,51.3,0.36,1700.0,5000.0,3.0,98.48711076718355
3068,7.7,8.21,139.2,0.81,50.0,50.0,2.0,73.13866523952791
3069,5.5,7.24,163.6,0.02,23.0,30.0,2.0,66.20345871247822
3070,5.9,6.93,116.3,0.81,70.0,170.0,2.0,60.04536048041416
3071,5.4,7.2,51.3,0.38,1700.0,5000.0,3.0,113.06925481820053
3072,7.7,8.03,139.2,0.81,50.0,50.0,2.0,70.01438845174728
3073,5.5,7.54,163.6,1.02,23.0,30.0,2.0,71.51987209415428
3074,5.9,7.47,118.3,0.81,70.0,170.0,2.0,69.41863344963424
3075,6.3,7.3,97.7,0.4,1300.0,7000.0,2.0,93.22594894317382
3076,6.3,7.5,121.0,1.2,110.0,500.0,2.0,69.01643341500392
3077,6.6,7.4,161.0,1.59,2.0,4.0,2.0,63.3890794745245
3078,10.0,9.2,175.0,1.07,2.0,2.0,4.0,95.92473594718302
3079,6.5,7.5,78.0,0.62,130.0,800.0,2.0,68.49034192355724
3080,6.9,7.3,85.1,0.55,500.0,800.0,2.0,71.27667990738969
3081,6.9,7.6,151.0,1.62,2.0,2.0,2.0,65.41784101657223
3082,7.1,8.2,155.0,0.34,23.0,40.0,4.0,92.90829099572139
3083,5.7,8.6,147.0,0.73,30.0,70.0,3.0,97.93671960859614
3084,6.1,7.2,113.0,0.41,30.0,90.0,3.0,71.67434608339009
3085,7.5,8.1,103.0,0.41,200.0,400.0,3.0,84.38896402609657
3086,5.8,7.3,64.3,0.18,500.0,17000.0,4.0,97.81301075762457
3087,7.2,7.2,86.8,0.33,170.0,220.0,2.0,60.6426712734237
3088,6.4,7.2,77.8,0.5,500.0,2400.0,2.0,72.29344223162467
3089,7.2,7.83,86.8,0.33,170.0,220.0,2.0,71.57764003065581
3090,5.7,6.9,61.6,0.14,1300.0,13000.0,2.0,90.46108610683473
3091,6.3,7.4,63.9,0.28,230.0,240.0,2.0,69.76564162619476
3092,6.3,7.2,73.0,0.38,500.0,9000.0,2.0,74.22095847350377
3093,7.4,7.5,94.8,0.67,130.0,320.0,4.0,81.76769368950872
3094,5.9,6.6,58.6,0.32,300.0,1700.0,2.0,59.67976177319616
3095,7.1,7.4,80.4,0.03,130.0,170.0,2.0,63.66470440954022
3096,7.6,7.4,80.4,0.19,170.0,300.0,2.0,62.19070448276981
3097,7.2,7.5,94.6,0.37,60.0,140.0,2.0,63.40386026645514
3098,7.2,7.5,70.0,0.21,30.0,500.0,2.0,62.79669079051079
3099,7.7,6.9,73.6,0.24,800.0,3000.0,2.0,67.5746270153514
3100,6.6,6.8,49.0,0.32,80.0,500.0,3.0,63.499291873917635
3101,7.2,7.06,70.0,0.21,30.0,500.0,2.0,55.159569753713754
3102,7.6,6.88,68.4,0.02,70.0,170.0,2.0,50.90198305768817
3103,6.6,6.62,49.0,0.32,80.0,500.0,3.0,60.375015086137026
3104,7.2,7.06,70.0,0.21,30.0,500.0,2.0,55.159569753713754
3105,7.2,8.13,89.4,0.17,170.0,800.0,2.0,76.89621343830323
3106,7.9,7.63,78.2,0.31,70.0,800.0,2.0,62.64980535599092
3107,7.2,7.46,120.7,0.43,50.0,50.0,2.0,62.48068946301458
3108,7.2,7.56,89.4,0.17,170.0,800.0,2.0,67.00267027699796
3109,7.9,7.98,78.2,0.31,70.0,800.0,2.0,68.72478799889765
3110,7.2,7.61,120.7,0.43,50.0,50.0,2.0,65.08425345283176
3111,6.4,7.2,91.9,0.6,110.0,800.0,2.0,63.32259181441158
3112,7.8,7.53,96.7,0.72,300.0,500.0,2.0,66.46766721295394
3113,6.6,6.91,95.8,0.1,80.0,170.0,2.0,56.469738786926456
3114,5.8,6.99,66.4,0.27,500.0,1700.0,2.0,71.35244216817766
3115,6.4,7.42,91.9,0.6,110.0,800.0,2.0,67.1411523328101
3116,7.8,7.69,96.7,0.72,300.0,500.0,2.0,69.24480213542559
3117,6.6,7.53,95.8,0.1,80.0,170.0,2.0,67.23113661150411
3118,5.8,7.39,66.4,0.27,500.0,1700.0,2.0,78.2952794743568
3119,5.7,6.8,82.7,0.2,230.0,2200.0,2.0,62.66711716638884
3120,7.3,7.0,92.0,0.31,23.0,50.0,2.0,53.39834963670291
3121,7.2,7.1,91.3,0.5,30.0,130.0,2.0,55.80837791604757
3122,6.2,7.0,84.9,0.49,50.0,170.0,2.0,59.332550851951
3123,6.4,7.4,75.6,0.42,500.0,3000.0,2.0,75.88841294956549
3124,7.5,7.8,93.9,0.13,70.0,70.0,2.0,67.3471365331037
3125,7.7,7.4,77.1,0.44,220.0,500.0,2.0,62.886977471135815
3126,5.2,7.5,115.0,0.88,2300.0,3000.0,2.0,123.2907620923878
3127,6.1,7.7,125.0,0.29,170.0,170.0,2.0,74.60626192077339
3128,6.7,7.5,125.1,0.38,3000.0,5000.0,2.0,131.95576597956617
3129,6.7,8.06,125.1,0.38,3000.0,5000.0,2.0,141.67573820821696
3130,5.4,7.3,59.2,0.1,230.0,1300.0,2.0,72.57364203245135
3131,5.7,6.9,40.5,0.21,500.0,700.0,2.0,70.0378053108513
3132,7.1,7.9,190.0,0.19,170.0,800.0,3.0,82.26174168229085
3133,6.6,7.4,77.6,0.09,500.0,3000.0,2.0,74.89060468088104
3134,7.7,7.8,173.0,0.03,23.0,80.0,2.0,65.3536155789555
3135,5.7,6.9,40.5,0.21,500.0,700.0,2.0,70.0378053108513
3136,6.4,7.8,151.0,0.1,110.0,350.0,2.0,73.59569775375175
3137,6.7,7.6,144.0,0.01,130.0,300.0,2.0,69.10115498738327
3138,6.5,7.04,48.0,0.08,1700.0,5000.0,3.0,104.96657717002797
3139,7.2,7.9,171.7,0.01,50.0,110.0,2.0,70.09647525719802
3140,7.2,7.82,171.7,0.01,50.0,110.0,2.0,68.70790779596221
3141,7.7,6.8,66.2,0.1,80.0,240.0,2.0,49.277372361078974
3142,7.3,7.22,150.4,0.01,50.0,110.0,6.0,93.216314999659
3143,6.3,6.7,47.8,0.14,140.0,1400.0,2.0,55.86179836396121
3144,6.3,6.55,47.8,0.14,140.0,1400.0,2.0,53.25823437414403
3145,6.2,7.0,93.0,0.23,13000.0,30000.0,3.0,361.34681962011166
3146,6.8,7.88,186.1,0.04,23.0,30.0,2.0,71.06494992925798
3147,7.9,8.03,152.0,0.08,50.0,2400.0,2.0,69.49531800095477
3148,6.2,7.49,93.0,0.23,13000.0,30000.0,3.0,369.8517953201811
3149,7.6,7.83,155.3,0.16,50.0,300.0,2.0,67.0119163453788
3150,6.5,7.91,164.7,0.04,70.0,220.0,2.0,74.10637825452488
3151,6.6,7.51,106.5,0.31,23.0,800.0,2.0,65.78730672066092
3152,6.2,7.51,135.7,0.16,3000.0,5000.0,3.0,143.36522423002705
3153,5.7,6.9,65.7,0.15,8000.0,24000.0,2.0,241.1703878534726
3154,6.2,7.38,85.4,0.17,110.0,500.0,2.0,67.2942332203585
3155,6.2,6.8,47.5,0.07,110.0,2400.0,2.0,57.62827878915687
3156,6.2,7.4,54.0,0.15,230.0,5000.0,2.0,71.28373896105639
3157,7.1,7.9,88.4,0.07,300.0,500.0,2.0,76.18457281705903
3158,5.8,7.6,59.9,0.13,500.0,1700.0,2.0,81.92353063471063
3159,6.1,7.1,81.3,0.09,220.0,3000.0,2.0,65.89327995607901
3160,6.8,7.0,81.6,0.03,1300.0,9000.0,2.0,86.01196153601052
3161,7.5,7.7,94.0,0.06,30.0,130.0,2.0,64.73186577852013
3162,6.4,7.4,85.6,0.12,500.0,800.0,3.0,84.2230914576269
3163,6.9,6.3,42.2,0.06,300.0,3000.0,2.0,49.917350582259196
3164,7.0,6.7,50.0,0.12,220.0,800.0,2.0,54.13008785037013
3165,7.4,7.6,77.0,0.05,90.0,130.0,2.0,64.80021242874088
3166,6.4,7.25,116.4,0.08,130.0,1400.0,2.0,64.71442763238068
3167,7.0,6.69,50.0,0.12,220.0,800.0,2.0,53.95651691771566
3168,7.4,7.34,77.0,0.05,90.0,130.0,2.0,60.28736817972446
3169,6.2,7.4,69.9,0.17,70.0,500.0,2.0,66.75273313357305
3170,7.0,7.4,95.4,0.05,500.0,2400.0,2.0,72.8330173098574
3171,6.9,7.21,110.2,0.11,500.0,800.0,2.0,69.67201064037332
3172,6.6,7.2,84.7,0.07,220.0,1100.0,2.0,64.80161369049816
3173,7.0,7.94,95.4,0.05,500.0,2400.0,2.0,82.2058476731992
3174,6.9,7.53,110.2,0.11,500.0,800.0,2.0,75.22628048531661
3175,6.6,7.62,84.7,0.07,220.0,1100.0,2.0,72.09159286198624
3176,6.2,7.56,69.9,0.17,70.0,500.0,2.0,69.52986805604468
3177,5.4,6.65,47.4,0.92,300.0,800.0,2.0,62.81700316927667
3178,8.0,7.11,72.7,0.12,130.0,170.0,2.0,54.30943890261246
3179,7.2,7.19,80.1,0.11,30.0,30.0,2.0,57.30328611630987
3180,5.3,6.98,23.7,0.27,700.0,1700.0,2.0,78.00094711243375
3181,5.4,7.03,47.4,0.92,300.0,800.0,2.0,69.41269861014683
3182,8.0,7.57,72.7,0.12,130.0,170.0,2.0,62.29370180471846
3183,7.2,7.27,80.1,0.11,30.0,30.0,2.0,58.69185357754568
3184,5.3,7.11,53.7,0.27,700.0,1700.0,2.0,80.264008325116
3185,5.5,6.6,58.7,0.18,110.0,1400.0,2.0,57.31771060568709
3186,7.2,6.7,60.1,0.17,220.0,2200.0,2.0,53.48542470305675
3187,7.2,6.9,85.0,0.1,50.0,280.0,2.0,52.76765221276387
3188,6.1,6.6,54.0,0.2,110.0,500.0,2.0,54.23312346902611
3189,4.5,6.9,43.8,0.08,140.0,1100.0,3.0,76.77118159181036
3190,7.4,7.2,50.2,0.13,130.0,300.0,2.0,58.78302029214701
3191,7.7,7.7,63.8,0.13,23.0,280.0,3.0,72.50104666486668
3192,6.2,7.6,91.5,0.14,90.0,140.0,2.0,70.58859018826716
3193,6.2,8.1,74.0,0.04,500.0,1100.0,2.0,88.53820680543397
3194,6.8,7.6,83.0,0.07,400.0,800.0,2.0,74.69895011247172
3195,4.1,5.9,30.4,0.06,5000.0,0.002,2.0,159.7909886062422
3196,7.7,6.8,62.1,0.11,2300.0,2300.0,2.0,98.86269441551595
3197,6.8,6.4,45.1,0.14,170.0,1100.0,2.0,48.846124072331854
3198,5.7,6.8,49.6,0.05,240.0,240.0,2.0,62.43094840722814
3199,5.7,7.48,49.6,0.05,240.0,240.0,2.0,74.23377182773268
3200,6.5,7.5,81.6,0.11,1700.0,3000.0,3.0,112.5189485346812
3201,6.2,7.1,49.2,0.1,2300.0,3000.0,7.0,155.69777480666826
3202,7.7,7.8,62.0,0.03,80.0,130.0,2.0,66.60154285273471
3203,5.9,7.5,53.9,0.13,2200.0,9000.0,2.0,118.94241125312625
3204,5.6,5.9,45.4,0.1,350.0,3000.0,4.0,68.04455618527427
3205,7.4,6.9,70.9,0.06,23.0,280.0,2.0,51.20045579768841
3206,7.3,7.3,33.4,0.08,30.0,30.0,2.0,58.717859620245804
3207,6.5,7.4,46.5,0.11,80.0,300.0,2.0,65.47475983414893
3208,7.5,6.9,73.0,0.013,7000.0,50000.0,2.0,216.12093354189795
3209,6.6,6.72,44.7,0.06,80.0,500.0,2.0,53.2292410401343
3210,6.6,6.7,44.7,0.06,80.0,500.0,2.0,52.88209917482535
3211,7.5,7.34,51.0,0.08,23.0,30.0,2.0,58.298939533309415
3212,7.5,7.6,51.0,0.08,23.0,30.0,2.0,62.81178378232585
3213,7.4,7.18,58.8,0.08,170.0,1700.0,2.0,59.627353233338575
3214,6.4,7.42,46.3,0.14,1700.0,3000.0,2.0,102.75482342232127
3215,6.4,7.84,46.3,0.14,1700.0,3000.0,2.0,110.04480259380935
3216,7.0,7.38,60.7,0.02,80.0,500.0,2.0,62.75971864249644
3217,7.0,7.9,60.7,0.02,80.0,500.0,2.0,71.7854071405293
3218,6.3,6.63,37.7,0.1,3000.0,5000.0,4.0,136.43376156370923
3219,6.3,6.92,37.7,0.1,3000.0,5000.0,4.0,141.4673186106891
3220,7.1,7.4,53.1,0.02,30.0,500.0,2.0,61.517570563851216
3221,7.1,7.66,53.1,0.02,30.0,500.0,2.0,66.03041481286763
3222,6.6,7.26,77.8,0.15,5000.0,5000.0,3.0,181.3482590625828
3223,6.6,7.05,77.8,0.15,5000.0,5000.0,3.0,177.70326947683876
3224,7.9,7.53,60.7,0.15,30.0,170.0,2.0,59.86810495549206
3225,7.9,7.34,60.7,0.15,30.0,170.0,2.0,56.570257235056964
3226,6.5,6.79,48.5,0.05,70.0,140.0,2.0,54.624107014585555
3227,5.1,7.04,42.1,0.29,3000.0,8000.0,2.0,132.30470159984327
3228,6.5,6.91,48.5,0.05,70.0,140.0,2.0,56.706958206439296
3229,5.1,7.07,42.1,0.29,3000.0,8000.0,2.0,132.8254143978067
3230,5.7,6.9,78.4,0.15,700.0,8000.0,4.0,93.7854409372495
3231,6.9,6.8,59.5,0.12,230.0,230.0,2.0,56.44415316460897
3232,7.0,6.8,59.6,0.12,50.0,70.0,2.0,51.94422057427663
3233,6.0,6.5,38.2,0.37,1700.0,8000.0,2.0,89.8405287862221
3234,6.0,7.2,48.5,0.13,8000.0,24000.0,2.0,244.92824367667956
3235,5.8,7.1,47.8,0.11,30000.0,90000.0,3.0,754.4769580659895
3236,6.7,7.5,61.0,0.07,30.0,130.0,2.0,65.10298375001538
3237,6.9,7.8,49.6,0.03,30.0,130.0,3.0,78.19314833355133
3238,6.8,8.1,53.3,0.02,280.0,5000.0,2.0,81.63929685255248
3239,7.4,7.5,50.6,0.02,200.0,400.0,2.0,65.54946626658706
3240,6.3,6.7,50.3,0.14,5000.0,30000.0,2.0,169.74484409990197
3241,8.2,6.8,60.8,0.08,4.0,13.0,2.0,45.13638678283901
3242,7.8,7.2,74.8,0.07,110.0,3000.0,2.0,57.01244589394342
3243,7.1,7.6,224.0,1.23,11000.0,24000.0,2.0,313.1289885258713
3244,6.2,7.63,180.4,0.92,300.0,8000.0,2.0,77.60102225453267
3245,6.1,7.4,109.0,0.73,700.0,5000.0,2.0,82.24162764115705
3246,6.6,8.0,100.0,0.9,300.0,5000.0,2.0,81.41488609721986
3247,8.0,7.8,243.0,1.51,220.0,800.0,3.0,77.45869272438725
3248,6.1,7.5,68.4,0.24,3000.0,5000.0,2.0,134.81447822229825
3249,5.7,6.2,14.7,0.23,280.0,900.0,4.0,70.76414717487454
3250,7.2,7.4,180.0,0.53,230.0,3000.0,2.0,66.0996122464495
3251,7.5,7.5,243.0,1.29,300.0,800.0,2.0,67.55129463372342
3252,6.5,7.8,244.0,2.37,80.0,3000.0,2.0,73.30580741508442
3253,7.9,6.4,81.9,0.29,3500.0,30000.0,2.0,123.66816769816994
3254,6.0,6.7,48.9,0.43,800.0,5000.0,2.0,72.73969916537817
3255,7.7,7.1,173.2,0.24,220.0,500.0,3.0,66.53137718892232
3256,6.3,7.69,178.9,0.27,3500.0,0.003,3.0,155.98862227801789
3257,6.0,6.65,48.9,0.43,800.0,5000.0,2.0,71.87184450210579
3258,7.7,7.71,173.2,0.24,220.0,500.0,3.0,77.11920408084548
3259,6.9,7.61,153.8,1.67,300.0,500.0,3.0,81.15464988283263
3260,7.4,7.46,207.4,1.2,130.0,700.0,2.0,63.53610991903378
3261,6.2,7.43,243.7,0.12,220.0,2200.0,2.0,71.00220319580141
3262,6.5,7.4,230.0,1.43,1700.0,7000.0,2.0,102.99343148615849
3263,6.9,6.87,153.8,1.67,300.0,500.0,3.0,68.31040086640124
3264,7.4,7.85,207.4,1.2,130.0,700.0,2.0,70.3053762925584
3265,6.2,7.76,243.7,0.12,220.0,2200.0,2.0,76.7300439733992
3266,6.5,7.49,230.0,1.43,1700.0,7000.0,2.0,104.5555698800488
3267,6.5,7.23,109.5,0.17,700.0,2200.0,3.0,85.53792856438113
3268,7.9,7.36,193.7,0.95,110.0,500.0,2.0,58.87771419589423
3269,6.6,7.1,212.0,2.11,500.0,800.0,2.0,69.4471098622948
3270,4.7,7.36,226.0,1.6,800.0,7000.0,2.0,91.05925676703036
3271,6.5,7.51,109.5,0.17,700.0,2200.0,3.0,90.3979146787065
3272,7.9,7.67,193.7,0.95,110.0,500.0,2.0,64.25841310818305
3273,6.6,7.79,212.0,2.11,500.0,800.0,2.0,81.42350421545378
3274,4.7,7.53,226.0,1.6,800.0,7000.0,2.0,94.0099626221565
3275,5.5,7.0,112.0,0.75,2300.0,13000.0,2.0,115.36709380209224
3276,6.8,6.8,139.0,1.74,230.0,8000.0,2.0,58.83940628259696
3277,6.8,7.1,185.0,1.58,220.0,800.0,2.0,62.22454443220223
3278,6.5,7.2,189.0,1.41,300.0,700.0,2.0,67.13413370915214
3279,6.6,7.5,76.8,0.17,17000.0,2200.0,2.0,441.6076870177887
3280,7.3,7.5,122.8,0.24,2800.0,8000.0,2.0,125.29124698556762
3281,7.6,7.6,136.0,1.73,50.0,280.0,4.0,80.88690090078003
3282,5.9,7.7,182.0,1.59,1700.0,500.0,2.0,109.65551356033394
3283,6.5,8.4,155.0,0.14,7000.0,30000.0,2.0,242.57347420389362
3284,7.1,7.8,181.0,1.11,400.0,800.0,2.0,76.86243323388642
3285,6.4,6.7,69.9,0.29,17000.0,30000.0,2.0,434.8480080632224
3286,7.4,7.1,142.0,0.91,110.0,1100.0,2.0,56.88730566204593
3287,7.1,6.8,88.7,0.22,17000.0,30000.0,2.0,433.21257448526865
3288,8.5,7.2,60.74,0.22,0.0,0.13,1.0,41.707743819435365
3289,7.4,6.9,22.64,0.03,17.0,0.0,0.2,35.057938951665115
3290,7.25,8.0,66.67,0.1,170.0,3500.0,1.67,72.0628835859615
3291,7.15,7.4,50.21,0.11,330.0,5400.0,0.45,55.28891036102475
3292,9.31,7.9,85.55,0.7,40.0,140.0,1.92,59.07891408078121
3293,7.27,6.7,65.24,0.11,4.0,1100.0,1.29,41.83465954410938
3294,7.97,7.8,88.9,0.05,93.0,240.0,1.68,62.790089099046675
3295,7.23,6.7,67.93,0.09,1500.0,1500.0,2.54,86.28609430624452
3296,5.3,7.1,54.34,0.05,20.0,500.0,8.27,120.25514998471124
3297,8.59,7.2,66.61,0.04,93.0,93.0,3.44,64.93422408140171
3298,6.8,7.73,70.8,0.1,230.0,3000.0,1.7,71.02503213438025
3299,6.7,6.5,18.7,0.36,500.0,24000.0,2.0,63.45196143329343
3300,6.5,7.54,25.0,0.07,500.0,24000.0,2.0,82.43522656317255
3301,6.5,7.3,35.3,0.01,500.0,1300.0,2.0,73.24166975726342
3302,7.9,7.7,26.0,0.03,170.0,900.0,2.0,66.0578096438358
3303,6.9,6.9,24.2,0.06,300.0,3000.0,2.0,60.327623088623476
3304,6.5,6.1,20.0,0.02,8000.0,13000.0,2.0,220.97731349649558
3305,7.2,7.3,36.9,0.03,500.0,800.0,2.0,69.7659046588283
3306,8.3,6.4,35.6,0.02,23.0,30.0,2.0,38.12455990684747
3307,7.3,7.2,20.3,0.52,50.0,240.0,2.0,57.516416297583895
3308,8.3,6.5,34.7,0.12,300.0,700.0,4.0,63.85359811495258
3309,7.5,7.1,50.0,0.03,50.0,170.0,2.0,54.756051923702586
3310,7.6,7.6,28.0,0.02,30.0,50.0,3.0,71.33049902621397
3311,8.1,7.25,32.7,0.03,70.0,170.0,2.0,54.911833175274786
3312,7.6,7.2,28.0,0.02,30.0,50.0,3.0,64.38766172003484
3313,7.5,6.9,50.0,0.03,50.0,170.0,2.0,51.28463327061303
3314,7.0,6.68,17.7,0.1,1400.0,8000.0,2.0,81.48074017172064
3315,7.7,6.7,19.9,0.03,5000.0,24000.0,3.0,170.5150881836766
3316,7.4,7.05,25.9,0.05,50.0,220.0,2.0,54.37720806053909
3317,7.0,7.12,17.7,0.1,1400.0,8000.0,2.0,89.11786120851768
3318,7.7,7.45,19.9,0.03,5000.0,24000.0,3.0,183.5329081327625
3319,7.4,7.43,25.9,0.05,50.0,220.0,2.0,60.97290350140925
3320,7.0,6.68,17.7,0.1,1400.0,8000.0,2.0,81.48074017172064
3321,6.7,7.08,31.6,0.08,170.0,280.0,2.0,60.93902771488976
3322,8.1,7.26,31.6,0.05,30.0,140.0,2.0,54.19549553802518
3323,7.2,6.85,29.1,0.03,130.0,170.0,2.0,53.62585692682183
3324,6.1,6.44,17.6,0.14,5000.0,8000.0,2.0,161.31828527570667
3325,6.7,7.6,31.6,0.08,170.0,280.0,2.0,69.96471621292262
3326,6.1,6.95,17.6,0.14,5000.0,8000.0,2.0,170.17040284108504
3327,8.1,7.33,31.6,0.05,30.0,140.0,2.0,55.41049206660654
3328,7.2,7.1,29.1,0.03,130.0,170.0,2.0,57.96513024318378
3329,6.0,6.5,28.1,0.13,70.0,3000.0,2.0,52.63317135545761
3330,7.4,6.6,29.2,0.07,110.0,140.0,2.0,47.87954549850353
3331,7.3,6.9,30.7,0.02,2.0,4.0,2.0,51.14246556601454
3332,6.6,6.6,18.7,0.03,70.0,220.0,2.0,50.85408964770971
3333,7.3,6.6,15.2,0.04,3000.0,8000.0,2.0,114.05025255269459
3334,7.5,7.5,24.9,0.06,30.0,80.0,2.0,61.23408994537968
3335,7.5,7.0,26.9,0.02,23.0,30.0,2.0,52.385637298101514
3336,6.8,7.2,24.5,0.1,170.0,350.0,3.0,71.40900878908981
3337,8.5,6.8,30.4,0.05,2.0,2.0,2.0,43.63640565343726
3338,7.8,7.5,28.8,0.02,2.0,2.0,2.0,59.15039171409821
3339,7.0,7.0,14.0,0.07,8000.0,8000.0,2.0,233.09085246247122
3340,6.8,6.7,27.0,0.03,1700.0,3000.0,2.0,88.31705034647108
3341,7.2,7.0,33.9,0.01,50.0,230.0,2.0,54.47115212597841
3342,6.7,7.67,98.1,0.08,50000.0,160000.0,3.0,1218.1455980979028
3343,6.6,6.66,48.0,0.17,1700.0,5000.0,2.0,89.04750650401868
3344,7.6,7.88,122.3,0.01,30.0,130.0,2.0,67.3758478234317
3345,6.6,6.66,48.0,0.17,1700.0,5000.0,2.0,89.04750650401868
3346,7.6,7.88,122.3,0.01,30.0,130.0,2.0,67.3758478234317
3347,6.6,8.23,120.6,0.15,1300.0,2400.0,2.0,106.88451860898411
3348,6.9,7.64,91.2,0.08,500.0,800.0,3.0,85.98019499198945
3349,6.7,7.73,155.0,0.06,50.0,240.0,2.0,69.58177402490033
3350,6.6,8.23,120.6,0.15,1300.0,2400.0,2.0,106.88451860898411
3351,6.9,7.64,91.2,0.08,500.0,800.0,3.0,85.98019499198945
3352,6.7,7.73,155.0,0.06,50.0,240.0,2.0,69.58177402490033
3353,8.0,7.81,119.0,0.12,80.0,230.0,2.0,65.37641399518361
3354,6.5,7.8,137.3,0.13,70.0,110.0,2.0,72.17652665767228
3355,5.0,7.64,157.1,0.38,500.0,3000.0,2.0,86.80308694995342
3356,6.2,7.42,84.4,0.22,1300.0,2300.0,2.0,94.72715496558207
3357,6.2,7.42,84.4,0.22,1300.0,2300.0,2.0,94.72715496558207
3358,8.0,7.81,119.0,0.12,80.0,230.0,2.0,65.37641399518361
3359,6.5,7.8,137.3,0.13,70.0,110.0,2.0,72.17652665767228
3360,5.0,7.64,157.1,0.38,500.0,3000.0,2.0,86.80308694995342
3361,5.9,8.5,111.0,0.09,2200.0,17000.0,4.0,155.78242814414943
3362,7.2,7.8,81.3,0.09,1300.0,1300.0,2.0,96.2757208664963
3363,6.2,6.4,66.4,0.14,3000.0,13000.0,2.0,116.99963465135444
3364,7.3,7.2,116.0,0.12,9.0,27.0,2.0,56.53940125155544
3365,7.9,7.4,99.0,0.06,500.0,8000.0,2.0,69.74436320011135
3366,5.4,6.9,87.7,0.41,700.0,3000.0,2.0,76.44844347051867
3367,5.4,7.73,111.0,0.18,80.0,170.0,2.0,76.48778205276558
3368,6.2,7.0,51.1,0.17,110.0,2400.0,2.0,61.11142267303149
3369,6.1,7.5,62.8,0.13,800.0,5000.0,2.0,86.11457092203341
3370,7.8,7.9,114.0,0.44,80.0,170.0,4.0,85.62556084932928
